id,bedrooms,sqft_living,floors,condition,yr_built,yr_renovated,zipcode,price
4389200955,4,2750,1.5,3,1914,1992,98004,1.45E+06
4058801670,3,2100,1,3,1967,0,98178,445000
8732020310,4,2160,1,3,1978,0,98023,260000
2331300505,5,2320,2,5,1926,0,98103,822500
7853210060,4,2070,2,3,2004,0,98065,430000
3668000070,3,1060,1,4,1986,0,98092,212000
9545240070,4,2010,1,3,1986,0,98027,660500
1243100136,3,3950,1.5,3,1989,0,98052,784000
8929000270,3,2010,2,3,2014,0,98029,453246
2767602356,4,2140,3,3,2005,0,98107,675000
921049315,3,1320,1,4,1956,0,98003,199000
3655000070,4,2020,1,3,1968,0,98003,220000
4027700812,4,2590,1,4,1968,0,98028,452000
3992700335,2,1190,1,3,1981,0,98125,382500
2767603505,3,1170,3,3,2014,0,98107,519950
4232901525,2,1110,1,3,1925,0,98119,665000
1777500060,5,2820,1,4,1968,0,98006,527700
1432900240,3,1610,1,4,1962,0,98058,205000
6140100875,3,1060,1,4,1923,0,98133,420000
6071600370,4,2030,1,4,1961,0,98006,500000
1526069017,4,3670,2,4,1994,0,98077,921500
809001525,4,2550,2,3,1905,0,98109,890000
3224079105,2,2420,2,3,2007,0,98027,430000
8075400570,5,2260,1,4,1960,0,98032,258000
1994200024,3,1430,1,3,1947,0,98103,511000
3362900810,3,1360,2,3,1990,0,98103,532170
1324300398,3,1110,1.5,3,1947,0,98107,560000
537000445,3,1250,1,4,1954,0,98003,282950
7855801670,4,5180,2,3,2006,0,98006,2.25E+06
7920100045,1,700,1,3,1942,0,98115,350000
8960000030,3,1180,1,4,1967,0,98058,215000
6388930390,5,3960,2,3,1996,0,98056,650000
8731900200,4,2640,1,3,1967,0,98023,320000
8029200135,3,1270,1.5,3,1916,2013,98022,247000
1081200350,4,1760,1,4,1968,0,98059,320000
84000105,5,2060,1,3,1962,0,98146,255000
3756500060,3,1780,1,3,1962,0,98034,438000
7215720160,3,3400,2,3,2000,0,98075,900000
3574800520,3,1910,1,3,1979,0,98034,441000
2617300160,3,2020,1,4,1975,0,98027,420000
2558660270,3,1580,1,3,1976,0,98034,370000
2009000370,2,1340,1,5,1949,0,98198,269950
1836980160,4,2680,2,3,1999,0,98006,807100
3261020370,3,2680,1,4,1979,0,98034,653000
1755700060,3,1370,1,5,1964,0,98133,371500
4330600435,3,1560,1,3,1954,0,98166,284000
9542800700,3,2160,1,4,1978,0,98023,272000
1999700045,3,1340,1.5,3,1955,0,98133,313000
1762600070,4,3880,2,3,1984,0,98033,917500
1687900520,4,2590,2,4,1980,0,98006,673000
7234600798,3,1120,2,3,2008,0,98122,425000
3881900445,5,1970,1,3,1986,0,98144,399950
2254502445,3,1220,1,3,1901,0,98122,385000
5437810320,3,1950,1,4,1975,0,98022,269950
9158100075,2,1350,1,3,1949,0,98177,330000
3830630310,3,1670,2,3,1988,0,98030,260000
8123100045,4,2380,1.5,4,1925,0,98126,470000
3127200041,4,2440,2,5,1961,0,98034,589000
6661200320,2,1050,2,3,1996,0,98038,163500
11510310,4,3130,2,3,1993,0,98052,835000
825059270,5,4090,1,4,1986,0,98033,1.10E+06
8731951370,4,1490,1,4,1969,0,98023,269000
1954440060,3,1900,2,3,1987,0,98074,560000
2264500350,4,1330,1.5,4,1901,0,98103,615000
1115810060,3,2230,1,3,1975,0,98052,585188
9477200200,3,1650,1,3,1977,0,98034,305000
1432600560,3,1190,1,3,1959,0,98058,166950
2287000060,3,2140,1,4,1959,0,98040,799000
3663500060,3,2180,1,4,1962,0,98133,400000
3996900125,3,1060,1,3,1948,0,98155,230000
7796450200,3,1690,2,3,2003,0,98023,256883
7549802535,4,1970,1.5,5,1920,0,98108,423000
3278600320,3,2150,2,3,2007,0,98126,465000
2824079053,3,1910,2,3,1997,0,98024,440000
1222069094,3,1350,1,4,1969,0,98038,385000
3542300060,3,860,1,4,1943,0,98056,210000
2222059065,3,1940,2,3,1994,0,98042,297000
7551300060,3,1010,1,3,1952,0,98107,470000
100600550,3,1300,1,4,1976,0,98023,226500
3211100860,3,910,1,4,1962,0,98059,274250
3456000310,4,2480,1,4,1966,0,98040,840000
9526600140,3,2440,2,3,2010,0,98052,677900
7465900060,3,1010,1,3,1915,0,98116,425000
1222000055,2,900,1,3,1941,0,98166,180250
6300000550,6,2300,2,3,1920,1994,98133,464000
2310030510,4,1550,2,3,1993,0,98038,320000
1025049114,3,1270,2,3,2014,0,98105,625504
8677300550,4,2240,1,3,1983,0,98074,592500
4014400292,3,2714,2,3,2005,0,98001,465000
1102000196,4,1720,2,3,1978,0,98118,477000
257000138,2,850,1,3,1923,0,98168,280000
46100204,5,3300,1,3,1957,1991,98040,1.51E+06
1909600046,3,2250,2,3,2000,0,98146,445838
1250202145,2,3900,1,3,1947,0,98144,1.07E+06
7611200125,2,1320,1,4,1947,0,98177,467000
5611500140,4,2760,2,3,1999,0,98075,686000
7138000260,3,1750,1,3,1961,0,98198,279950
626059335,4,2330,2,3,1987,0,98011,527000
1922059282,3,2220,1,4,1966,0,98030,325000
705700390,3,2020,2,3,1994,0,98038,328000
7454001200,3,1250,1,5,1942,0,98146,390000
8682281200,2,1510,1,3,2005,0,98053,479950
7972000200,4,1720,1,4,1978,0,98023,264950
722059070,3,1430,1,4,1961,0,98031,235000
7202340400,3,1480,2,3,2004,0,98053,516500
8096000060,2,1450,2,3,1915,1978,98166,655000
2424000060,4,2280,1,5,1960,0,98059,500000
9264902050,6,2940,1,3,1978,0,98023,315000
943100260,2,1000,1,3,1961,0,98024,213000
3677400445,3,2480,1.5,5,1947,0,98108,475000
1762600320,5,3760,2,3,1983,0,98033,1.03E+06
4058000060,3,2220,1,5,1976,0,98010,416000
7228500560,4,1970,1.5,3,1904,2005,98122,410000
326069104,3,3830,2,3,1993,0,98077,800000
5152100060,6,4410,1,4,1965,0,98003,472000
3584000310,3,1430,1,4,1968,0,98003,225000
8150100045,2,830,1,3,1940,0,98126,210000
1868901275,2,1430,1.5,2,1925,0,98115,455000
6131600075,3,1300,1,4,1954,0,98002,225000
9468200125,2,1030,1,4,1918,0,98103,480000
8029510030,3,2740,2,3,1990,0,98023,363000
2025069065,4,3650,1,3,2000,0,98074,2.40E+06
7899800890,2,720,1,3,1954,0,98106,181000
3021059276,4,2010,1,4,1976,0,98002,250000
3797001895,3,1560,1,4,1918,0,98103,481000
3832710960,3,1810,1,4,1978,0,98032,260000
1310430400,4,3360,2,3,2001,0,98058,455000
1422300030,3,1510,2,3,1991,0,98045,415000
1105000588,3,1400,1,3,1953,0,98118,349500
3830630060,3,1730,2,3,1987,0,98030,245000
5101404898,2,1420,1.5,5,1928,0,98115,592500
7972601890,4,2360,1,4,1955,0,98106,385000
5127001620,3,1580,1,4,1974,0,98059,315000
9407100800,3,1230,1,3,1979,0,98045,255000
1873100060,4,2460,2,3,2006,0,98052,693000
8722101360,3,1660,1.5,3,1911,0,98112,780000
8644000060,3,1270,1,4,1960,0,98198,237000
3325069129,3,2100,2,3,1979,0,98074,525000
1400300055,2,770,1,3,1930,0,98144,425000
2123039032,1,760,1,5,1936,0,98070,369900
8078560140,4,1700,2,4,1988,0,98031,290000
3438500192,3,1120,1,3,1954,0,98106,285000
7974200510,2,1070,1,3,1937,0,98115,415000
2557000400,3,2070,1,3,1979,0,98023,272500
7960900060,4,5050,1.5,3,1982,2008,98004,2.90E+06
4054500390,4,5310,2,4,1989,0,98077,1.37E+06
6378500125,2,1040,1,4,1939,0,98133,436000
1745100140,3,1700,1,4,1967,0,98003,210000
2976800796,3,1300,1,3,1961,0,98178,236000
4235400186,3,1080,1,3,1954,2003,98199,331000
4215100060,3,2653,2,3,2006,0,98031,365000
9189700045,3,2290,1,5,1960,0,98058,450000
1126049053,4,3820,2,3,2014,0,98028,770000
2022069200,4,2210,1,3,1997,0,98038,455000
9412900055,3,2390,1,3,1908,0,98118,405000
1722059235,4,2600,1,4,1969,0,98031,304900
6874200960,2,860,1,3,1931,0,98178,170000
7424700045,5,3830,2,5,1905,1994,98122,2.05E+06
7202360350,4,3500,2,3,2005,0,98053,780000
5634500392,3,2420,1,4,1988,0,98028,330000
1509500060,4,2720,2,3,1992,0,98030,370000
7214810350,5,2500,1,3,1979,0,98072,467000
6647200060,3,1670,1,3,1980,0,98034,405000
9552700140,5,2900,1,3,1985,0,98006,675000
2200500350,2,1640,1,4,1954,0,98006,500000
6113400046,4,1890,2,4,1968,0,98166,389999
6619910140,4,2950,1,4,1975,0,98034,630000
1115450240,4,2160,2,3,1992,0,98001,360000
6073240060,4,3280,2,3,1986,0,98056,580000
9297300045,3,1970,2,5,1929,0,98126,550000
9510920070,4,3360,2,3,1994,0,98075,879000
5468730030,3,1320,1,3,1993,0,98042,265000
8079030390,3,2650,2,3,1990,0,98059,446500
600000152,3,2030,1,3,1963,0,98108,404000
1840000030,3,1590,1,3,1957,0,98188,267500
3225069065,4,4550,1,3,2002,0,98074,3.08E+06
3260800030,3,2440,2,3,1998,0,98003,335000
2747100024,3,1940,1,4,1948,0,98117,576000
5104530560,3,2040,2,3,2006,0,98038,208633
4330600350,3,2200,1,4,1964,0,98166,315000
5016001535,3,1920,1,4,1913,0,98112,725000
7280300196,4,1800,1,4,1965,0,98177,550000
8651520400,4,2180,2,3,1984,0,98074,610750
7171200445,2,1010,1.5,4,1908,0,98105,550700
3204800200,4,3320,2,5,1960,0,98056,665000
3416600800,4,2370,1.5,5,1928,0,98144,834000
7994700030,5,1660,1.5,3,1915,0,98065,201000
1860600135,5,3650,2,5,1921,0,98119,2.38E+06
4139480200,4,4290,1,3,1997,0,98006,1.38E+06
4139480200,4,4290,1,3,1997,0,98006,1.40E+06
1328320800,4,1950,1,3,1979,0,98058,305000
7771300125,3,2590,1,5,1948,0,98133,487000
3422059208,3,1930,1,4,1988,0,98042,390000
9521101455,2,1470,1,4,1916,0,98103,548000
4337000335,4,800,1,3,1943,0,98166,268750
325059286,5,3150,2,3,2013,0,98052,819900
2597650240,3,2030,2,3,1984,0,98027,520000
3353400435,3,1450,1,3,2003,0,98001,230000
7972000240,3,1510,1,3,1969,0,98023,240000
7520000520,2,1240,1,3,1922,1984,98146,232000
7520000520,2,1240,1,3,1922,1984,98146,240500
3530210260,3,3030,2,3,1987,0,98077,274975
1959700550,4,2050,1.5,4,1922,0,98102,740000
1665400045,3,1000,1,2,1952,0,98166,186375
9542850320,3,2370,1,4,1977,0,98005,790000
3179100060,4,2800,2,3,1951,2002,98105,880000
2946001550,6,2240,2,4,1955,0,98198,279000
8078490390,3,1810,1,3,1991,0,98022,295000
9550201550,2,1070,1,3,1924,0,98103,640000
191100045,4,2490,2,5,1968,0,98040,940000
5009600070,4,1960,2,3,2003,0,98038,260000
200350070,3,2930,1,3,2004,0,98072,559900
2877103726,4,1510,1.5,5,1911,0,98103,791500
405100295,3,1420,1,3,1954,0,98133,265000
4268200055,3,1740,1,3,1954,0,98178,245000
3126069068,4,2560,2,4,1962,0,98052,485000
1115300070,4,3040,2,3,2010,0,98059,684000
6414100671,3,2500,1,3,1957,0,98125,425000
7004200060,4,1275,1,4,1991,0,98070,309600
7852110140,4,2580,2,3,2002,0,98065,552250
3969300030,4,1000,1,3,1943,0,98178,165000
3969300030,4,1000,1,3,1943,0,98178,239900
4048400070,2,1070,1,4,1930,0,98059,320000
808000070,3,1390,1,4,1987,0,98030,206600
7374200030,4,2500,1,3,1973,0,98155,387000
7325600160,1,560,1,3,1967,0,98014,299000
2757000030,4,2270,2,3,1965,0,98040,855000
616000140,3,1900,1,4,1954,0,98166,315000
3363900111,2,990,1,5,1907,0,98103,437500
9262800171,4,1550,1,4,1969,0,98001,252000
6607000126,4,2200,1,5,1955,0,98118,375000
5416510830,4,1910,2,3,2005,0,98038,300000
2201500030,4,1750,1.5,4,1954,0,98006,420000
325059171,3,1330,1,3,1928,1954,98033,900000
952003285,3,2440,2,3,2000,0,98116,679900
3211290370,3,1640,2,3,1992,0,98053,463000
1072010350,5,2760,2,4,1978,0,98059,380000
8856950070,4,1820,2,3,1994,0,98038,329500
925059078,3,2110,1,3,2013,0,98033,604950
7855801090,5,3040,1,4,1966,0,98006,795000
723099065,3,1840,2,3,1994,0,98045,465000
6116500075,4,2990,2,3,2002,0,98166,673000
1118500030,4,3520,2,3,1991,0,98074,810000
424069250,4,2440,1,4,1989,0,98075,785000
3291800710,4,2090,1,3,1986,0,98056,338000
6838700060,3,1430,2,3,1993,0,98056,280000
2231500030,4,2180,1,5,1954,0,98133,315000
2231500030,4,2180,1,5,1954,0,98133,530000
7683900200,5,3450,2,3,2004,0,98023,380000
8155830060,3,1450,2,3,1994,0,98056,297000
98020310,4,3230,2,3,2004,0,98075,730000
9423400140,3,1640,1,3,1940,0,98125,450000
1545804860,3,1590,1,3,1997,0,98038,275000
2883200160,4,2020,2,3,1960,0,98115,595000
7132300695,3,1300,1.5,3,1904,2014,98144,435000
1726059053,2,1380,1,1,1954,0,98011,270000
624111000,3,4040,2,3,1986,0,98077,950000
808300310,4,2130,2,3,2001,0,98019,389000
8563040160,4,2550,1,3,1968,0,98052,560000
713500030,5,4800,2,3,1998,0,98006,1.35E+06
8651600160,4,2510,2,4,1969,0,98040,799000
9517200030,3,1410,1,4,1983,0,98072,365500
2460700700,3,1650,1,3,1979,0,98058,252350
1223039290,4,2120,2,3,1993,0,98146,403950
2890100060,4,2040,1,3,1954,0,98177,385000
7972600860,4,1550,1.5,3,1957,0,98106,345000
8857320070,3,1980,2,4,1979,0,98008,490000
4047200695,3,1600,2,3,2005,0,98019,330000
1653500070,4,3300,2,3,1953,0,98004,927000
1923000030,4,3840,2,4,1983,0,98040,1.12E+06
3649100320,2,1220,1,5,1950,0,98028,330000
7375300160,5,2720,1,4,1958,0,98008,530000
5175800060,4,1940,1,1,1962,0,98006,365000
1604601375,3,2160,1.5,3,1909,2011,98118,378750
2473251090,4,1530,1.5,4,1968,0,98058,269900
9126100861,3,1710,2,3,2008,0,98122,557000
3420069065,4,3730,1,4,1974,0,98022,360000
6021501685,2,940,1,4,1937,0,98117,352000
1151100070,3,1750,2,3,1994,0,98045,437000
8856950240,4,1820,2,3,1994,0,98038,322500
9385200055,3,1510,2,3,2001,0,98116,650000
7821200390,3,1290,3,3,2001,0,98103,450000
8078520310,3,1570,1,3,1998,0,98092,278500
1565950030,4,1930,2,3,1995,0,98055,364950
1560930070,4,2840,1,4,1986,0,98038,840000
6700400140,3,1550,2,3,1991,0,98031,268000
2422029094,2,833,1,3,2006,0,98070,517534
1774220160,3,2990,2,4,1978,0,98077,632925
1525200060,3,2000,2,3,1995,0,98034,577500
1678400105,4,2390,1.5,3,1920,0,98178,339000
3426059070,3,2910,1,4,1967,0,98052,570000
824079032,4,2085,1,3,1964,0,98024,563500
2697100140,4,2200,1,5,1962,0,98133,423000
8724300030,3,1860,2,3,2012,0,98019,355000
8678500060,5,6070,2,3,1999,0,98024,1.55E+06
625049299,2,950,1,3,1941,0,98103,482000
6073200075,3,1600,1,5,1955,0,98006,625000
6388900710,3,2250,2,3,1988,0,98056,538000
1442860160,3,2280,2,4,1985,0,98058,380000
7942600310,2,940,1,3,1909,0,98122,375000
1545808560,3,1530,1,5,1996,0,98038,245000
936000060,5,2190,1,4,1947,1974,98166,310000
9808650060,3,2350,1,4,1976,0,98004,1.30E+06
3754700160,4,1440,1,3,1971,0,98034,397000
305500140,3,2200,2,3,2005,0,98058,365000
5468750060,4,2290,2,3,1990,0,98042,328500
2944010240,4,4040,2,3,1987,0,98052,988000
3454000060,4,2610,1.5,5,1922,0,98103,1.00E+06
646910160,3,1490,2,3,2005,0,98055,237000
8564950390,4,2450,2,3,2003,0,98011,525000
2268400350,4,1710,1,3,1976,2014,98006,749000
7504101040,5,4870,2,3,1983,0,98074,722500
11500890,3,3130,2,3,1991,0,98052,843000
9528102772,2,1270,3,3,2000,0,98115,438000
284000223,3,2120,1,3,1977,0,98146,578000
3353401710,3,1670,1,5,1954,0,98001,227950
8159610030,3,2070,2,3,1974,0,98001,196000
3179100435,2,1420,1,3,1953,0,98105,641000
822079033,3,1250,1,4,1980,0,98038,350000
8857600960,3,940,1,4,1960,0,98032,205000
1774000200,3,1920,1,3,1968,0,98072,400000
2024069128,3,3545,1,3,2005,0,98027,1.03E+06
1049010390,3,1260,1,3,1972,0,98034,505000
7905370390,5,2340,1,3,1975,0,98034,475000
4140090240,3,2590,1,5,1977,0,98028,520000
4055700030,3,3970,2,3,1977,1999,98034,1.45E+06
3775300030,3,1220,1,3,1965,0,98011,333500
2525300030,3,1400,1,4,1976,0,98038,232000
1324059104,3,2360,1,4,1983,0,98006,691100
2287000030,3,1870,1,4,1960,0,98040,811000
7702010030,3,2830,2,3,2001,0,98028,551000
1529200340,3,2260,2,3,1994,0,98072,496500
2122039094,3,1970,2,4,1980,0,98070,705000
1742800030,4,3140,1,5,1966,0,98055,578000
1796360350,3,1240,1,5,1986,0,98042,255000
6154500070,4,3450,2,3,2007,0,98006,1.05E+06
1843100340,3,2570,2,4,1989,0,98042,348000
8944290160,3,1510,2,3,1985,0,98031,230000
4166600473,4,2390,2,3,1988,0,98023,359500
7282300125,3,980,1,3,1953,0,98133,330000
8658300340,1,430,1,2,1912,0,98014,80000
2419600075,3,1480,1,3,1954,0,98133,465000
2621760350,4,1850,2,3,1997,0,98042,325000
1723049270,3,2270,1,4,1947,0,98168,340500
4123840310,3,1810,2,3,1993,0,98038,342500
2172000075,2,1610,2,3,1930,1983,98178,290900
8651611170,3,3840,2,3,2000,0,98074,868700
8820902200,4,4110,2,3,1928,2013,98125,1.20E+06
8651610890,4,4190,2,3,2000,0,98074,1.15E+06
1853080570,4,3390,2,3,2011,0,98074,859900
3629920030,4,1890,2,3,2003,0,98029,520000
1604602050,3,1610,2,3,2005,0,98118,460000
6844700810,3,1050,1,3,1949,0,98115,438924
66000070,2,630,1,3,1918,0,98126,315000
6665800030,4,2910,1,3,1975,0,98033,590000
2205700350,4,1700,1,3,1955,0,98006,378500
5466000030,3,1950,2,4,1990,0,98042,328500
6189200125,3,2990,2,4,1973,0,98005,849950
9169600135,3,1350,1,3,1950,0,98136,525000
2625069070,4,4860,2.5,3,1993,0,98074,1.39E+06
8732131090,4,2160,1,4,1978,0,98023,295000
9286000240,6,4860,2,3,1998,0,98006,1.07E+06
1895000260,2,890,1,3,1917,0,98118,207950
8691370400,4,2810,2,3,2002,0,98075,699900
5423010350,5,3400,2,4,1977,0,98027,1.28E+06
8562501040,4,1580,1,4,1963,0,98052,452000
2475200140,3,1680,1,4,1987,0,98055,370000
7942100310,3,1300,1,5,1968,0,98042,232000
3760000030,5,2820,2,4,1960,0,98034,669950
1727500340,3,1510,1,3,1972,0,98034,397500
9828702519,2,1230,2,3,2004,0,98112,490000
4432600075,4,2110,2,3,1925,2003,98116,725000
7806300030,3,3080,1,4,1958,0,98032,299000
9274202270,2,1490,1.5,4,1900,0,98116,625000
7852030960,3,2120,2,3,2000,0,98065,437500
7852170140,4,3180,2,3,2003,0,98065,650000
7518503335,2,1490,1,3,1929,0,98117,475000
5467900070,3,1930,1,4,1966,0,98042,342000
1245002952,4,2770,2,3,1999,0,98033,1.20E+06
8906200070,3,1670,1,4,1963,0,98055,280000
5379805885,2,1330,1,3,1993,0,98188,240000
2769600560,3,1210,1.5,4,1924,0,98107,529000
9238901420,3,1190,1,4,1941,0,98136,442000
5113400431,2,1540,1,4,1946,0,98119,615000
3885805665,4,4030,2,3,2006,0,98033,1.49E+06
8121200810,4,2430,1,4,1981,0,98052,585000
5126310400,4,2600,2,3,2005,0,98059,480000
7322910030,5,4410,2,4,1990,0,98053,1.10E+06
2827100070,4,1330,1.5,3,1949,0,98133,290000
9276201895,3,1900,1,5,1951,0,98116,615000
4402700070,2,1100,1,4,1950,0,98133,300000
1922059046,3,1980,1.5,3,1932,0,98030,308000
925059288,3,2400,2,3,2001,0,98033,750000
4386700135,4,4760,2.5,5,1916,0,98112,2.25E+06
1923069078,4,3180,2,3,2005,0,98059,890000
1432400335,3,1190,1,5,1958,0,98058,288000
1180003090,2,630,1,3,1943,2005,98178,190000
726049331,5,2530,1,3,2005,0,98133,515000
3340401555,4,1690,1,4,1930,0,98055,235000
7453000070,2,940,1,3,1951,0,98126,275000
4348800030,2,1240,1,4,1952,0,98004,727500
7202331420,4,3040,2,3,2003,0,98053,650000
3225079035,6,6050,2,3,2001,0,98024,1.60E+06
6381500700,4,1590,1.5,3,1944,0,98125,365000
339500160,3,2500,1,3,1984,0,98052,662000
1545807610,3,1780,1,3,1978,0,98038,270500
1843200240,2,1360,2,3,1978,0,98092,200000
4403600270,4,4740,2,3,1987,0,98075,970000
2008200060,3,1010,1,4,1962,0,98198,160000
1521069070,3,1040,1,4,1971,0,98010,204000
2459500310,3,1610,2,4,1985,0,98058,358000
6204420070,4,1570,1,3,1979,0,98011,452000
5694500105,2,1510,1,4,1900,0,98103,595000
5466410030,3,1360,1,3,1994,0,98042,249000
9485740340,4,1970,2,3,1999,0,98055,346900
622049114,3,5403,2,4,1976,0,98166,2.13E+06
2270000070,4,1560,2,3,2003,0,98056,280000
1310900260,4,2320,1,4,1973,0,98032,318888
224069094,3,2120,1,3,1967,0,98075,530000
7800800160,3,2120,2,4,1983,0,98031,375000
2944000240,4,3350,2,3,1988,0,98052,910000
4139400710,4,2380,2,4,1991,0,98006,782000
7899800860,2,1070,2,3,2008,0,98106,259950
